#####################################################################
# Alchemist log file - simulation started at: 2019-09-11T14:28+0000 #
#####################################################################
# rsc = 2.0, rsm = 5.0
#
# The columns have the following meaning: 
# time X[Mean] Y[Mean] 
0.0 1.0 0.0 
1.5150849067430878 0.0 29.0 
3.0001314091046556 23.0 3.0 
4.518853926335021 1.0 49.0 
6.019639501204676 1.0 81.0 
7.500106305178856 26.0 7.0 
9.000117538634546 21.0 5.0 
10.500332609702967 27.0 4.0 
12.000088101227268 30.0 3.0 
13.624384175334187 1.0 32.0 
15.000422026167099 12.0 13.0 
16.511629659305573 1.0 37.0 
18.10107926172914 1.0 65.0 
19.500007293501596 78.0 1.0 
21.00004407169006 31.0 1.0 
22.50007149928879 32.0 2.0 
24.00002073272741 27.0 3.0 
25.500085432968834 19.0 6.0 
27.21520359428861 1.0 52.0 
28.526140339661378 1.0 75.0 
30.0001318579421 38.0 2.0 
31.50029984577253 22.0 4.0 
33.00003698819407 22.0 3.0 
34.52949290882694 1.0 47.0 
36.00013729871562 36.0 4.0 
37.500170331672265 30.0 3.0 
39.013932437312 1.0 46.0 
40.50833580813517 0.0 75.0 
42.000124231409146 37.0 4.0 
43.52501212748272 1.0 28.0 
45.00786483226784 1.0 59.0 
46.50001718319858 68.0 1.0 
48.00011081510078 23.0 4.0 
49.50000708431023 31.0 1.0 
51.04667339908802 1.0 55.0 
52.51991460659277 1.0 74.0 
54.02833448873526 1.0 108.0 
55.50006785655459 48.0 1.0 
57.00006494465255 23.0 7.0 
58.51545441538752 2.0 19.0 
60.02732039889281 1.0 53.0 
61.50183788236051 1.0 76.0 
63.000020749738844 46.0 1.0 
64.50025622961535 20.0 4.0 
66.00006617846557 35.0 0.0 
67.50001310615903 18.0 8.0 
69.04194354648776 1.0 37.0 
70.50019346565423 45.0 2.0 
72.00012389002684 25.0 3.0 
73.5002303086744 23.0 7.0 
75.02738755425823 1.0 25.0 
76.50005587316083 47.0 2.0 
78.00810576551567 0.0 26.0 
79.52655009451742 1.0 43.0 
81.00000313284342 56.0 4.0 
82.5001794091928 30.0 5.0 
84.03974561237054 1.0 34.0 
85.525232632381 1.0 62.0 
87.00042392325943 41.0 2.0 
88.50624952543689 1.0 24.0 
90.15240264856837 1.0 57.0 
91.5000370513244 33.0 4.0 
93.00020054045899 25.0 3.0 
94.50009477229375 27.0 3.0 
96.10680862206999 1.0 52.0 
97.50145162624945 3.0 86.0 
99.00007442023711 36.0 3.0 
100.50002399651974 14.0 11.0 
102.00025660419848 31.0 3.0 
103.50021061172039 26.0 4.0 
105.07590959125527 1.0 25.0 
106.50013578439689 33.0 2.0 
108.02881476592711 1.0 27.0 
109.50024844752932 1.0 44.0 
111.00012245515207 47.0 4.0 
112.51169983943659 1.0 24.0 
114.00582436387235 1.0 57.0 
115.50016317569111 38.0 6.0 
117.04057297397921 1.0 23.0 
118.63563684899312 1.0 48.0 
120.08991677672203 1.0 79.0 
121.500226523305 40.0 5.0 
123.00057883311581 9.0 16.0 
124.50019750253496 46.0 1.0 
126.00011877646236 25.0 2.0 
127.50082921886707 21.0 1.0 
129.0000056136186 60.0 5.0 
130.5002392268312 28.0 1.0 
132.00489855684694 1.0 39.0 
133.51538633466106 1.0 74.0 
135.00006232713358 102.0 3.0 
136.50010699765 47.0 2.0 
138.00009370370566 20.0 10.0 
139.50014413127468 32.0 3.0 
141.00005775724912 29.0 2.0 
142.5032157867107 1.0 38.0 
144.0659869351594 1.0 68.0 
145.5000605711051 39.0 1.0 
147.00007869155678 27.0 7.0 
148.5096080124618 1.0 47.0 
150.00024811786878 66.0 0.0 
151.50008007786383 25.0 6.0 
153.0000158110466 23.0 6.0 
154.50013598446117 9.0 15.0 
156.00947508760893 0.0 54.0 
157.500044733886 43.0 1.0 
159.00027448818167 24.0 5.0 
160.50031178310172 16.0 9.0 
162.00003857958907 26.0 4.0 
163.6442809517112 1.0 32.0 
165.00002351480742 46.0 3.0 
166.50039928261924 20.0 7.0 
168.00016512950873 27.0 2.0 
169.50037221317174 18.0 8.0 
171.15199612861392 1.0 56.0 
172.50008950004752 52.0 2.0 
174.21353651679104 1.0 27.0 
175.50001691206307 53.0 2.0 
177.0004402201567 29.0 3.0 
178.51219871009053 1.0 31.0 
180.0000014788632 16.0 13.0 
181.50015756464862 25.0 4.0 
183.04960421714134 1.0 37.0 
184.5000080004632 52.0 4.0 
186.00007262768563 28.0 4.0 
187.5001443976642 20.0 8.0 
189.00065214194763 27.0 3.0 
190.50012120316853 23.0 8.0 
192.00005503400092 22.0 6.0 
193.50011456863845 42.0 1.0 
195.01587327042103 1.0 31.0 
196.50012612647865 70.0 1.0 
198.00017283039858 33.0 4.0 
199.50116708862126 6.0 18.0 
201.0002704436923 34.0 1.0 
202.5004778955693 16.0 10.0 
204.10889608047705 1.0 41.0 
205.53926134453184 1.0 71.0 
207.0001202469038 32.0 3.0 
208.50043043141275 25.0 4.0 
210.04749877251868 1.0 46.0 
211.5003540821313 25.0 7.0 
213.00350809198073 2.0 21.0 
214.5000123466977 42.0 3.0 
216.0001492422338 35.0 1.0 
217.5007395373899 21.0 3.0 
219.07405702867166 1.0 30.0 
220.50015997802498 30.0 3.0 
222.00041222968954 26.0 4.0 
223.5085635413279 1.0 33.0 
225.00956041906935 1.0 61.0 
226.50003045102363 34.0 5.0 
228.00038802792676 26.0 2.0 
229.50955708465597 1.0 27.0 
231.00845814791785 0.0 67.0 
232.50002502561398 47.0 4.0 
