#####################################################################
# Alchemist log file - simulation started at: 2019-09-11T14:41+0000 #
#####################################################################
# 
#
# The columns have the following meaning: 
# time TetR[Mean] LacI[Mean] AcI[Mean] 
949.5401460193036 95.0 98.0 99.0 
951.0069414022403 93.0 97.0 105.0 
952.5415790873045 96.0 95.0 101.0 
954.0452554127263 96.0 97.0 100.0 
955.5122826551277 98.0 92.0 107.0 
957.0052575172344 97.0 94.0 103.0 
958.5316528271921 111.0 94.0 97.0 
960.0206529698689 106.0 92.0 101.0 
961.5234157522906 92.0 89.0 104.0 
963.0062600222383 92.0 86.0 109.0 
964.5215805413134 99.0 86.0 99.0 
966.0380290135278 94.0 97.0 99.0 
967.5210224565974 90.0 95.0 109.0 
969.0026902754714 99.0 97.0 118.0 
970.5117196392348 102.0 88.0 114.0 
972.0009020930831 95.0 88.0 103.0 
973.5030448044491 98.0 92.0 103.0 
975.0089755766884 95.0 91.0 101.0 
976.5054452277584 98.0 86.0 98.0 
978.0331464496388 93.0 93.0 91.0 
979.5183463791799 82.0 94.0 101.0 
981.0250606204728 73.0 96.0 103.0 
982.5267038764342 73.0 96.0 98.0 
984.0207105396466 78.0 92.0 102.0 
985.5018588571046 82.0 88.0 103.0 
987.0273420111857 79.0 100.0 104.0 
988.5095950183636 79.0 103.0 101.0 
990.0146166733515 81.0 102.0 101.0 
991.518407462469 79.0 106.0 97.0 
993.0028748011193 85.0 106.0 99.0 
994.5319211466914 77.0 107.0 99.0 
996.0242272981554 74.0 107.0 100.0 
997.525977471277 67.0 109.0 102.0 
999.0332422709109 78.0 112.0 105.0 
1000.5109379087397 80.0 106.0 101.0 
1002.0101977173275 81.0 92.0 100.0 
1003.5229878980801 79.0 98.0 119.0 
1005.0089236922688 83.0 100.0 113.0 
1006.5174093355109 95.0 91.0 104.0 
1008.0354761449244 86.0 102.0 109.0 
1009.5066236645758 94.0 91.0 119.0 
1011.0020511212275 91.0 88.0 107.0 
1012.5006875343137 94.0 85.0 114.0 
1014.0569177848228 96.0 87.0 110.0 
1015.5145331820573 96.0 74.0 118.0 
1017.00056880304 93.0 84.0 112.0 
1018.513174477308 97.0 86.0 114.0 
1020.010557949969 109.0 84.0 118.0 
1021.5308794335679 102.0 84.0 112.0 
1023.0151813082471 106.0 93.0 118.0 
1024.507115289991 111.0 97.0 106.0 
1026.005488157363 108.0 99.0 106.0 
1027.5113078150532 105.0 95.0 111.0 
1029.014084994689 101.0 94.0 122.0 
1030.5385673012697 103.0 91.0 114.0 
1032.0585608346842 107.0 92.0 106.0 
1033.5342215753349 98.0 91.0 105.0 
1035.0078468820243 98.0 89.0 110.0 
1036.5212088689811 101.0 89.0 114.0 
1038.0122515888659 106.0 99.0 116.0 
1039.5055398420147 102.0 110.0 111.0 
1041.037554139246 101.0 113.0 117.0 
1042.5225253078675 93.0 114.0 110.0 
1044.0053931540854 97.0 111.0 107.0 
1045.5169423660159 96.0 106.0 112.0 
1047.0341060193398 93.0 103.0 103.0 
1048.5442805345094 93.0 96.0 100.0 
1050.0238133491407 96.0 107.0 98.0 
1051.5009439401222 101.0 112.0 100.0 
1053.0057768296676 98.0 111.0 108.0 
1054.5000785018406 95.0 103.0 106.0 
1056.017076241955 97.0 100.0 106.0 
1057.5242106829228 111.0 108.0 101.0 
1059.0140521830376 96.0 108.0 101.0 
1060.5462493533594 103.0 105.0 97.0 
1062.0328216637947 105.0 101.0 94.0 
1063.507014024611 106.0 107.0 98.0 
1065.0092480157211 108.0 106.0 100.0 
1066.5039176490086 100.0 112.0 100.0 
1068.0123949974266 94.0 102.0 110.0 
1069.5042654176375 89.0 101.0 104.0 
1071.009904963437 92.0 95.0 100.0 
1072.5146587254667 92.0 98.0 104.0 
1074.0269097274293 99.0 98.0 106.0 
1075.522279355424 99.0 98.0 105.0 
1077.007718514328 92.0 100.0 103.0 
1078.5238526536639 98.0 101.0 114.0 
1080.0047239120372 103.0 96.0 100.0 
1081.510954223628 106.0 102.0 98.0 
1083.0055835348894 112.0 94.0 93.0 
1084.5358761989924 117.0 102.0 86.0 
1086.0305314591835 112.0 102.0 95.0 
1087.522921043626 120.0 107.0 100.0 
1089.0075976986063 126.0 97.0 99.0 
1090.5047891600882 126.0 84.0 96.0 
1092.0012357251587 122.0 86.0 84.0 
1093.5189536533292 123.0 91.0 85.0 
1095.0198671862208 126.0 91.0 83.0 
1096.5062882288125 122.0 97.0 86.0 
1098.0007852009655 123.0 94.0 84.0 
1099.5239448856469 130.0 97.0 89.0 
1101.0501206591944 120.0 89.0 95.0 
1102.5020393020811 116.0 97.0 96.0 
1104.002872868056 117.0 96.0 96.0 
1105.5005979964428 106.0 91.0 89.0 
1107.0205611918147 101.0 94.0 81.0 
1108.5148341266029 109.0 98.0 88.0 
1110.0088931308778 111.0 103.0 99.0 
1111.5126123863615 106.0 94.0 100.0 
1113.0164125100375 100.0 95.0 98.0 
1114.500563511928 102.0 95.0 98.0 
1116.0068070255727 104.0 101.0 97.0 
1117.5211363819265 100.0 105.0 104.0 
1119.008512327119 102.0 97.0 107.0 
1120.5224321692565 93.0 90.0 107.0 
1122.0223878266004 89.0 95.0 107.0 
1123.534244797397 84.0 94.0 110.0 
1125.0025896285254 88.0 90.0 104.0 
1126.5106605742537 95.0 92.0 103.0 
1128.032364872548 102.0 95.0 92.0 
1129.5078517701268 100.0 98.0 86.0 
1131.0382963752486 101.0 94.0 76.0 
1132.518728346883 94.0 98.0 80.0 
1134.0353876717159 92.0 98.0 82.0 
1135.5101591062282 97.0 97.0 88.0 
1137.0068267059812 96.0 99.0 94.0 
1138.5929455372404 103.0 99.0 96.0 
1140.0130287874642 99.0 98.0 96.0 
1141.53359285006 101.0 102.0 95.0 
1143.0097680659235 103.0 97.0 99.0 
1144.5206070490915 119.0 103.0 107.0 
1146.0011270932998 112.0 100.0 108.0 
1147.500620926308 108.0 104.0 110.0 
1149.0258470246965 106.0 102.0 108.0 
1150.5684449717185 99.0 106.0 103.0 
1152.0145972280186 90.0 99.0 102.0 
1153.5061449670718 85.0 102.0 107.0 
1155.0334195773569 91.0 98.0 106.0 
1156.5081952292974 94.0 91.0 108.0 
1158.0189804032661 87.0 94.0 103.0 
1159.5336359197656 85.0 94.0 106.0 
1161.0094178260724 86.0 90.0 107.0 
1162.5188176752088 88.0 95.0 92.0 
1164.008606226302 101.0 106.0 85.0 
1165.5147808127783 98.0 102.0 94.0 
1167.0193482397995 98.0 96.0 98.0 
1168.5083116926967 92.0 94.0 102.0 
1170.003473775817 90.0 97.0 98.0 
1171.5268184914696 92.0 94.0 101.0 
1173.0255512856504 89.0 101.0 99.0 
1174.5174238583613 89.0 94.0 95.0 
1176.0326645331093 91.0 95.0 96.0 
1177.5221716305543 91.0 100.0 96.0 
1179.0399407084815 92.0 100.0 98.0 
1180.5271267240207 90.0 113.0 98.0 
1182.013140069424 78.0 120.0 97.0 
1183.517062709619 82.0 113.0 96.0 
1185.0406437318666 82.0 104.0 102.0 
1186.510987886646 86.0 104.0 97.0 
1188.009056705297 90.0 103.0 91.0 
1189.5013843862278 88.0 102.0 86.0 
1191.0014045225817 80.0 101.0 77.0 
1192.5074294065498 82.0 105.0 81.0 
1194.0002516350905 90.0 99.0 85.0 
1195.5062575258462 90.0 98.0 82.0 
1197.0002457432338 93.0 99.0 75.0 
1198.5062685513165 95.0 96.0 80.0 
1200.0090007218344 91.0 93.0 82.0 
1201.517071821608 97.0 92.0 82.0 
1203.000097214844 102.0 95.0 87.0 
1204.5106329759851 97.0 87.0 91.0 
1206.0109482358662 98.0 89.0 89.0 
1207.5005037586543 99.0 88.0 92.0 
1209.0155614695525 94.0 90.0 99.0 
1210.5108070725844 91.0 90.0 96.0 
1212.0049947398704 87.0 101.0 95.0 
1213.511154789515 87.0 97.0 97.0 
1215.0110143889106 77.0 101.0 100.0 
1216.5093981602367 85.0 105.0 111.0 
1218.002016824533 91.0 102.0 114.0 
1219.5490543194205 92.0 104.0 111.0 
1221.0106047642469 96.0 100.0 106.0 
1222.5004924040275 92.0 94.0 107.0 
1224.0056635331307 99.0 97.0 109.0 
1225.5096174170658 96.0 92.0 123.0 
1227.060769590914 91.0 93.0 115.0 
1228.5073605896887 89.0 91.0 117.0 
1230.0282647643376 88.0 97.0 123.0 
1231.545707152731 88.0 94.0 121.0 
1233.021273044279 78.0 94.0 110.0 
1234.5085471601813 90.0 97.0 102.0 
1236.0277474901875 92.0 106.0 106.0 
1237.5026909068556 89.0 107.0 97.0 
1239.0062017130242 93.0 102.0 93.0 
1240.505030850975 95.0 106.0 86.0 
1242.0441314186717 93.0 109.0 80.0 
1243.5004527658725 96.0 106.0 83.0 
1245.0092370361456 97.0 99.0 81.0 
1246.504891414899 94.0 102.0 88.0 
1248.002897080032 95.0 112.0 82.0 
1249.5149658253922 96.0 114.0 89.0 
1251.0325611219687 96.0 113.0 91.0 
1252.5361672546999 90.0 114.0 86.0 
1254.0239864001385 96.0 115.0 95.0 
1255.5095846534034 101.0 112.0 97.0 
1257.0106583249114 98.0 104.0 92.0 
1258.5062685244834 95.0 111.0 89.0 
1260.0103894613187 99.0 102.0 89.0 
1261.5097962805414 98.0 101.0 97.0 
1263.006533334683 91.0 107.0 86.0 
1264.5042780959268 87.0 105.0 88.0 
1266.0087924140382 85.0 103.0 83.0 
1267.5077974418155 86.0 102.0 91.0 
1269.0605986668002 91.0 94.0 100.0 
1270.5037130249602 94.0 93.0 101.0 
1272.0198985036354 85.0 94.0 97.0 
1273.5122533129866 87.0 86.0 97.0 
1275.0138038860766 92.0 95.0 96.0 
1276.5210547412923 90.0 91.0 96.0 
1278.012757517227 90.0 94.0 103.0 
1279.5117496090356 107.0 95.0 103.0 
1281.0001045016836 101.0 93.0 106.0 
1282.5179076935221 107.0 99.0 98.0 
1284.0000641107763 101.0 98.0 99.0 
1285.5144388319968 104.0 97.0 104.0 
1287.0099405436695 101.0 98.0 107.0 
1288.5311880235045 104.0 98.0 101.0 
1290.0117944587923 106.0 94.0 98.0 
1291.5016714616845 106.0 87.0 100.0 
1293.0298139582712 102.0 86.0 102.0 
1294.5098434157662 93.0 77.0 96.0 
1296.004141199375 101.0 75.0 102.0 
1297.500282479703 113.0 76.0 96.0 
1299.0109111336637 106.0 77.0 99.0 
1300.508335147631 96.0 79.0 96.0 
1302.0168744837817 109.0 82.0 99.0 
1303.5218386126876 111.0 89.0 94.0 
1305.0423227100741 104.0 86.0 95.0 
1306.533690793027 106.0 77.0 89.0 
1308.0178515386308 100.0 71.0 99.0 
1309.5157222161286 109.0 70.0 97.0 
1311.0053646111187 106.0 77.0 96.0 
1312.527017575415 101.0 77.0 109.0 
1314.0177598269217 105.0 83.0 111.0 
1315.5134364279315 105.0 82.0 101.0 
1317.003818519344 109.0 84.0 102.0 
1318.5006570794376 99.0 91.0 105.0 
1320.0142210571378 96.0 98.0 105.0 
1321.5031906083123 90.0 102.0 102.0 
1323.0395658759073 85.0 102.0 98.0 
1324.5015460932802 95.0 96.0 90.0 
1326.0104678666326 98.0 96.0 86.0 
1327.505168457791 98.0 92.0 86.0 
1329.010068910369 98.0 108.0 91.0 
1330.511743146567 104.0 108.0 90.0 
1332.0748410396986 99.0 111.0 92.0 
1333.5313376810195 101.0 111.0 93.0 
1335.0082062290785 101.0 112.0 88.0 
1336.504121439901 101.0 106.0 95.0 
1338.0175303937585 98.0 107.0 95.0 
1339.5003512119536 97.0 104.0 100.0 
1341.0028796691536 93.0 109.0 97.0 
1342.5139311624562 97.0 104.0 97.0 
1344.0132315725107 97.0 104.0 94.0 
1345.518869359817 99.0 102.0 93.0 
1347.0266551626612 98.0 118.0 90.0 
1348.5094598443943 98.0 115.0 94.0 
1350.0136693480138 96.0 113.0 93.0 
1351.5018349519974 93.0 117.0 98.0 
1353.0051221618753 100.0 118.0 93.0 
1354.529358950743 91.0 112.0 92.0 
1356.0083465309763 94.0 108.0 96.0 
1357.5671986248985 99.0 110.0 91.0 
1359.0031630355336 92.0 106.0 91.0 
1360.5127372336449 97.0 113.0 95.0 
1362.0058940436588 103.0 111.0 88.0 
1363.5506037958037 100.0 96.0 93.0 
1365.002196405651 104.0 100.0 99.0 
1366.5010758978044 103.0 102.0 93.0 
1368.0163051299478 109.0 101.0 96.0 
1369.503935851806 105.0 100.0 98.0 
1371.0236841478293 104.0 92.0 105.0 
1372.502627351229 95.0 89.0 114.0 
1374.0078902403006 105.0 85.0 111.0 
1375.5082348706933 105.0 84.0 112.0 
1377.0066317872431 104.0 80.0 109.0 
1378.5055900458044 103.0 79.0 103.0 
1380.0082540326273 108.0 88.0 105.0 
1381.500006530821 103.0 86.0 101.0 
1383.0013418101973 101.0 95.0 94.0 
1384.517965149055 108.0 95.0 103.0 
1386.0062631872797 100.0 88.0 106.0 
1387.5241973328725 94.0 86.0 106.0 
1389.0322238074011 99.0 84.0 99.0 
1390.5212375568533 98.0 83.0 105.0 
1392.0019325909261 101.0 77.0 109.0 
1393.5195196458062 101.0 77.0 111.0 
1395.0076433531779 90.0 80.0 107.0 
1396.5375004974674 85.0 83.0 117.0 
1398.0039621583326 87.0 84.0 115.0 
1399.500638425626 89.0 85.0 114.0 
1401.0550582153155 86.0 85.0 114.0 
1402.514461112996 91.0 98.0 111.0 
1404.0428138633781 92.0 97.0 110.0 
1405.5017172877015 92.0 97.0 116.0 
1407.0256996073274 92.0 94.0 109.0 
1408.5388400967886 95.0 100.0 105.0 
1410.012713061815 89.0 98.0 93.0 
1411.5029542114114 97.0 91.0 95.0 
1413.0195822585968 91.0 108.0 85.0 
1414.5210147861096 81.0 108.0 83.0 
1416.0114353736972 93.0 104.0 89.0 
1417.5225267140454 104.0 101.0 82.0 
1419.0206169474013 105.0 99.0 87.0 
1420.5139007248408 111.0 99.0 84.0 
1422.0044912962744 106.0 99.0 84.0 
1423.5042019097293 107.0 101.0 81.0 
1425.0111039119613 93.0 98.0 87.0 
1426.5278482474487 82.0 97.0 86.0 
1428.0022478062915 71.0 99.0 94.0 
1429.5160684926782 76.0 103.0 88.0 
1431.0135529957954 78.0 105.0 88.0 
1432.5229134478407 84.0 99.0 89.0 
1434.004233223549 84.0 98.0 98.0 
1435.536187056017 84.0 101.0 101.0 
1437.0019825487823 87.0 118.0 93.0 
1438.510736847892 88.0 114.0 97.0 
1440.0065853933788 103.0 122.0 101.0 
1441.5191187178496 102.0 119.0 106.0 
1443.0118551492758 107.0 111.0 103.0 
1444.5123386911582 116.0 114.0 108.0 
1446.0152714276924 110.0 118.0 103.0 
1447.5459687873538 100.0 108.0 108.0 
1449.039890082114 108.0 114.0 107.0 
1450.5199150228061 107.0 112.0 106.0 
1452.0001387599814 113.0 112.0 101.0 
1453.5016093312038 116.0 107.0 93.0 
1455.0050418683113 113.0 99.0 93.0 
1456.553554661861 111.0 90.0 94.0 
1458.0207294628142 114.0 97.0 86.0 
1459.5291800357518 112.0 97.0 97.0 
1461.0250796384087 118.0 100.0 93.0 
1462.5092162013393 112.0 103.0 87.0 
1464.0062902880375 104.0 111.0 85.0 
1465.500473391815 103.0 106.0 95.0 
1467.0139369838246 93.0 114.0 94.0 
1468.5410190624214 96.0 114.0 93.0 
1470.0048432270603 97.0 106.0 97.0 
1471.520943945261 92.0 101.0 96.0 
1473.1223659158495 93.0 99.0 90.0 
1474.5320303889507 98.0 94.0 91.0 
1476.0028271658211 95.0 92.0 91.0 
1477.5002316305531 92.0 92.0 84.0 
1479.0144039038469 87.0 92.0 85.0 
1480.5222111464318 85.0 87.0 88.0 
1482.0172844274457 88.0 98.0 95.0 
1483.5084963678623 90.0 94.0 103.0 
1485.033366400639 78.0 96.0 96.0 
1486.56570284931 79.0 106.0 96.0 
1488.0109522515506 84.0 101.0 92.0 
1489.5023053756331 81.0 105.0 99.0 
1491.0048356460877 75.0 93.0 94.0 
1492.5128037095567 85.0 98.0 94.0 
1494.012711654835 86.0 103.0 101.0 
1495.590046966231 90.0 107.0 87.0 
1497.0345752306912 90.0 107.0 87.0 
1498.5035272709408 100.0 112.0 87.0 
1500.0402968963822 102.0 110.0 87.0 
#####################################################################
# End of data export. Simulation finished at: 2019-09-11T14:41+0000 #
#####################################################################
