#####################################################################
# Alchemist log file - simulation started at: 2019-09-11T14:35+0000 #
#####################################################################
# rsc = 9.0, rsm = 1.0
#
# The columns have the following meaning: 
# time X[Mean] Y[Mean] 
0.0 1.0 0.0 
1.5329358876509878 1.0 26.0 
3.0361002384872045 1.0 46.0 
4.50017418043777 27.0 0.0 
6.003016535832264 0.0 52.0 
7.507492158340172 0.0 79.0 
9.000098896632911 41.0 4.0 
10.502671127463092 2.0 24.0 
12.000090323952834 56.0 0.0 
13.500182706886159 33.0 5.0 
15.021660787688528 1.0 28.0 
16.524362203391693 1.0 61.0 
18.000049264201117 70.0 1.0 
19.500306895293416 14.0 12.0 
21.140685212838225 1.0 34.0 
22.50006714701858 33.0 3.0 
24.009414581738252 0.0 26.0 
25.50824022748952 2.0 62.0 
27.08613382795841 1.0 22.0 
28.50019263072313 50.0 1.0 
30.00014454158403 26.0 5.0 
31.500454536431103 26.0 3.0 
33.0000677850905 20.0 9.0 
34.50002852485012 29.0 2.0 
36.0003257310154 20.0 6.0 
37.502461459850046 1.0 41.0 
39.00021854168059 31.0 5.0 
40.50003533557931 20.0 7.0 
42.00025862993525 32.0 0.0 
43.500015507276366 26.0 3.0 
45.00026351318092 22.0 3.0 
46.531109755601285 1.0 53.0 
48.04898177326313 1.0 80.0 
49.50011338405545 83.0 1.0 
51.000220687275 49.0 1.0 
52.50007086677022 27.0 5.0 
54.00005071086087 16.0 11.0 
55.500172884788924 2.0 43.0 
57.000037262299905 30.0 2.0 
58.50011128245447 32.0 3.0 
60.01744561359823 1.0 32.0 
61.50000071100118 42.0 1.0 
63.01904863656999 1.0 24.0 
64.50734082392316 0.0 51.0 
66.00001587456926 59.0 2.0 
67.50038817643551 31.0 1.0 
69.02014192534413 0.0 35.0 
70.5000258619842 26.0 5.0 
72.05451986829338 1.0 38.0 
73.54834359117298 1.0 69.0 
75.06788485303589 1.0 98.0 
76.50000063054235 45.0 1.0 
78.00055978535089 25.0 3.0 
79.50151690879764 2.0 40.0 
81.07321657575757 1.0 70.0 
82.5000089247154 34.0 3.0 
84.00096875533097 1.0 27.0 
85.61473234295602 1.0 53.0 
87.00015475235563 34.0 3.0 
88.50003150306159 26.0 3.0 
90.00029801070131 16.0 8.0 
91.51053363388091 1.0 50.0 
93.01706977887554 0.0 79.0 
94.58354260956914 1.0 105.0 
96.00000718867565 96.0 1.0 
97.50005967275769 30.0 6.0 
99.0001946380405 22.0 6.0 
100.50009945512423 16.0 10.0 
102.00018050556767 18.0 9.0 
103.50010316471949 29.0 5.0 
105.00035978087634 21.0 4.0 
106.50823455245109 1.0 50.0 
108.00015475649128 60.0 3.0 
109.50065374669158 30.0 2.0 
111.00004228718575 21.0 6.0 
112.50006388955634 50.0 3.0 
114.00014097022418 39.0 3.0 
115.53704740899104 1.0 22.0 
117.06587161829074 1.0 50.0 
118.50021446613678 30.0 3.0 
120.00006833845256 13.0 11.0 
121.55780143094218 1.0 48.0 
123.0046012272174 1.0 72.0 
124.50003323463176 66.0 4.0 
126.00047574535107 25.0 6.0 
127.50192123287795 1.0 49.0 
129.00001013328605 41.0 4.0 
130.50059535423904 25.0 2.0 
132.00001306742817 32.0 1.0 
133.50012364406516 20.0 9.0 
135.0223374339988 1.0 33.0 
136.51687240308414 1.0 58.0 
138.08225928829125 1.0 81.0 
139.50007657314828 104.0 0.0 
141.0003154538335 28.0 4.0 
142.67467900498463 1.0 45.0 
144.000020351122 49.0 1.0 
145.50007785553618 23.0 6.0 
147.10717344383556 1.0 34.0 
148.5155785374112 1.0 57.0 
150.00000824616572 36.0 4.0 
151.50040459052485 17.0 10.0 
153.019220174885 1.0 36.0 
154.50025263778937 48.0 3.0 
156.00002559450854 29.0 4.0 
157.50044060412696 22.0 6.0 
159.000214641606 21.0 5.0 
160.50002626210465 18.0 10.0 
162.00664406027667 1.0 35.0 
163.50222884294038 1.0 75.0 
165.00007547651123 32.0 4.0 
166.50011486443842 25.0 3.0 
168.00008421939353 21.0 5.0 
169.65429119833948 1.0 37.0 
171.0414182576813 0.0 54.0 
172.50005540524387 71.0 2.0 
174.00020171726695 28.0 6.0 
175.50012230477364 23.0 7.0 
177.16240135120086 1.0 35.0 
178.500250710905 45.0 2.0 
180.00056853310727 27.0 2.0 
181.50089992472968 1.0 44.0 
183.00341658322245 0.0 72.0 
184.50000608214225 41.0 1.0 
186.00013210883242 21.0 5.0 
187.50056948086007 17.0 7.0 
189.00000712836692 27.0 6.0 
190.5009074283797 15.0 8.0 
192.00042934042386 13.0 11.0 
193.50934438968096 0.0 54.0 
195.00013649645132 44.0 1.0 
196.50002019514562 28.0 4.0 
198.03296685081895 1.0 37.0 
199.50009728945798 49.0 3.0 
201.00045926688188 29.0 2.0 
202.50026043855723 11.0 14.0 
204.0002425247784 19.0 6.0 
205.50939988845784 1.0 37.0 
207.03793664962356 1.0 54.0 
208.52816872916068 1.0 74.0 
210.00000676438034 55.0 0.0 
211.50036753796846 26.0 2.0 
213.0163617375989 1.0 37.0 
214.50005195029684 28.0 5.0 
216.0002248409651 23.0 5.0 
217.51742158515034 1.0 32.0 
219.00006214152526 49.0 3.0 
220.50612791425488 1.0 38.0 
222.00033268045476 10.0 12.0 
223.56244281225148 1.0 46.0 
225.00016851711285 24.0 4.0 
226.50023848195178 13.0 8.0 
228.00513242398603 0.0 42.0 
229.50001825049074 63.0 1.0 
231.00010342296028 21.0 8.0 
232.50122588580615 21.0 7.0 
234.0000287914713 21.0 6.0 
235.5090167454038 1.0 45.0 
237.00018656339265 33.0 1.0 
238.50004936918367 23.0 7.0 
240.0310297702924 1.0 35.0 
241.5001214679781 31.0 2.0 
243.00001115067207 21.0 3.0 
244.5001431763435 31.0 1.0 
246.0197309652788 1.0 26.0 
247.73899848578358 1.0 50.0 
249.00063691183087 1.0 64.0 
250.50006341422332 50.0 2.0 
252.0000180482241 32.0 4.0 
253.5006556245057 23.0 3.0 
255.0240106645732 1.0 49.0 
256.5210667278374 1.0 70.0 
258.0000506435936 39.0 3.0 
259.5000810529815 25.0 3.0 
261.0153283266927 1.0 39.0 
262.5000884238834 46.0 1.0 
264.00015290270863 28.0 3.0 
265.5032857266753 1.0 27.0 
267.0232396511132 1.0 53.0 
268.54344548896034 1.0 87.0 
270.00012797650504 39.0 1.0 
271.500166595616 25.0 7.0 
273.0572797803208 1.0 44.0 
274.51476145836807 1.0 79.0 
276.00006386694184 39.0 4.0 
277.50416028619105 1.0 32.0 
279.00003526506964 62.0 1.0 
280.50001038106984 35.0 3.0 
282.000158379772 23.0 4.0 
283.5155280317036 1.0 28.0 
285.06126262426613 1.0 61.0 
286.52600868418637 0.0 86.0 
288.00003186955576 60.0 1.0 
289.5003701938856 30.0 2.0 
291.00189145281973 3.0 21.0 
292.541180753875 1.0 51.0 
294.00011774242927 71.0 0.0 
295.5002103313486 36.0 6.0 
297.0002585876125 31.0 2.0 
298.52526682540855 0.0 30.0 
300.00820516802753 2.0 56.0 
301.5000905533499 25.0 3.0 
303.0514070315765 1.0 41.0 
304.5000977510738 29.0 2.0 
306.0000242704917 27.0 6.0 
307.5314901173704 1.0 35.0 
309.1420225036987 1.0 67.0 
310.50012963637874 64.0 1.0 
312.0002427523503 16.0 7.0 
313.5001277453411 22.0 7.0 
315.00866576020235 1.0 22.0 
316.5009492578169 0.0 49.0 
318.060348955249 1.0 78.0 
319.50002695040183 50.0 4.0 
321.0005977115303 25.0 6.0 
322.50009894507946 24.0 4.0 
324.0001314514984 25.0 4.0 
325.5002069847554 21.0 5.0 
327.00409856608826 0.0 26.0 
328.5197304086855 0.0 49.0 
330.0000492454324 41.0 2.0 
331.50015684873387 27.0 5.0 
333.0324466906555 1.0 34.0 
334.55025671590556 1.0 63.0 
336.0002204692226 62.0 2.0 
337.5001577051195 39.0 2.0 
339.0003707503054 22.0 6.0 
340.50001877485585 25.0 2.0 
342.00015025243493 15.0 9.0 
343.50004393657565 23.0 6.0 
345.0119080040923 1.0 50.0 
346.50008974877363 64.0 1.0 
348.0000045085778 29.0 3.0 
349.50006876734045 28.0 3.0 
351.1637236625446 1.0 39.0 
352.50002364453616 40.0 5.0 
354.0092464750122 0.0 32.0 
355.50035224042375 28.0 7.0 
357.0821245720403 1.0 42.0 
358.50007948591053 51.0 1.0 
360.00012464321304 22.0 8.0 
361.5025495850267 1.0 33.0 
363.004605998496 1.0 62.0 
364.64617089061534 1.0 88.0 
366.00002839628786 96.0 3.0 
367.5000073646607 41.0 3.0 
369.0002331445621 28.0 2.0 
370.51406615067407 0.0 35.0 
372.00752195911383 1.0 64.0 
373.5003061393454 29.0 2.0 
375.0003335088208 34.0 1.0 
376.5002784720854 25.0 3.0 
378.0263075698305 1.0 28.0 
379.5000018916295 47.0 5.0 
381.00011136220195 27.0 2.0 
382.5233752594882 1.0 32.0 
384.000004504832 49.0 3.0 
385.50002991625826 20.0 8.0 
387.0003307019962 23.0 4.0 
388.6031711053109 1.0 48.0 
390.02452899318155 1.0 71.0 
391.5147462359874 1.0 102.0 
393.00004927160245 78.0 0.0 
394.5002259754098 28.0 3.0 
396.00274730744377 1.0 48.0 
397.50032619789397 38.0 1.0 
399.000297670747 24.0 5.0 
400.50264561506344 3.0 21.0 
402.10104553589224 1.0 50.0 
403.5155908602624 2.0 81.0 
405.00151293197746 0.0 117.0 
406.5003861337427 34.0 5.0 
408.12983871780773 1.0 26.0 
409.50017135906796 1.0 52.0 
411.00001314070624 32.0 3.0 
412.50042081527494 22.0 4.0 
414.0001303625219 23.0 4.0 
415.58034699696634 1.0 46.0 
417.0000774497313 59.0 2.0 
418.5000695601283 30.0 3.0 
420.01658342307593 1.0 24.0 
421.5129056575575 1.0 55.0 
423.00027839510153 38.0 1.0 
424.5001903711063 28.0 3.0 
426.0001776134684 26.0 6.0 
427.5000789995706 25.0 3.0 
429.00025482310673 17.0 8.0 
430.5144109177598 1.0 34.0 
432.0097521877476 1.0 57.0 
433.50014099754685 51.0 2.0 
435.00005863901185 27.0 3.0 
436.50036749538924 13.0 11.0 
438.1223571825597 1.0 55.0 
439.50001857513115 61.0 2.0 
441.00474758215296 1.0 27.0 
442.5001097097183 37.0 8.0 
444.09771171974523 1.0 27.0 
445.5000321796147 53.0 2.0 
447.0000391476039 30.0 3.0 
448.5001040831246 25.0 4.0 
450.01337123935144 0.0 43.0 
451.50000771948135 57.0 0.0 
453.0000175573965 31.0 6.0 
454.58751649297415 1.0 26.0 
456.0000159354617 42.0 5.0 
457.5000633797809 24.0 4.0 
459.0548706808102 1.0 23.0 
460.62311096594675 1.0 47.0 
462.00020920656124 27.0 6.0 
463.50006746684113 28.0 2.0 
465.00016332992743 13.0 12.0 
466.52528223160937 1.0 40.0 
468.0209439836488 1.0 67.0 
469.5000685307632 41.0 4.0 
471.0001511738386 33.0 3.0 
472.50033218719193 24.0 1.0 
474.0753474015077 1.0 43.0 
475.5000676320627 31.0 7.0 
477.0001526475831 28.0 4.0 
478.50030377707526 26.0 6.0 
480.0000192290201 22.0 3.0 
481.5009259685146 33.0 1.0 
483.00004027202607 27.0 7.0 
484.50009760222457 22.0 4.0 
486.1017747988078 1.0 27.0 
487.50046246479405 40.0 1.0 
489.0005955714479 29.0 2.0 
490.50054833724766 1.0 24.0 
492.0003439688985 35.0 2.0 
493.50012646898466 17.0 8.0 
495.20729402930834 1.0 30.0 
496.5066895940124 1.0 57.0 
498.00036864933395 71.0 1.0 
499.500186334758 27.0 2.0 
501.137321345431 1.0 30.0 
502.5788533650938 1.0 57.0 
504.00021566943633 51.0 1.0 
505.50011909303015 29.0 4.0 
507.0535425427509 1.0 39.0 
508.5001017353415 56.0 1.0 
510.00007939273576 32.0 2.0 
511.5006516930843 36.0 3.0 
513.0000499921808 29.0 3.0 
514.5212785094251 1.0 38.0 
516.0108379490063 0.0 70.0 
517.500341661395 81.0 1.0 
519.0001243661104 34.0 4.0 
520.511363398454 0.0 40.0 
522.000889239253 34.0 2.0 
523.5092036148546 1.0 26.0 
525.000030401593 32.0 3.0 
526.5000683834286 19.0 2.0 
528.0141228067232 0.0 43.0 
529.5000028707101 36.0 8.0 
531.0115370231467 1.0 31.0 
532.5002051370203 40.0 2.0 
534.0000008782864 19.0 7.0 
535.5064085791739 1.0 49.0 
537.0386041110781 1.0 66.0 
538.6302289926925 1.0 87.0 
540.0001346612634 113.0 0.0 
541.5001123614481 30.0 9.0 
543.0003156164515 21.0 9.0 
544.5000772790984 18.0 12.0 
546.0084270695157 0.0 34.0 
547.5001025151603 34.0 1.0 
549.0001870176587 17.0 6.0 
550.5000369176416 28.0 3.0 
552.0106996326155 1.0 29.0 
553.5128552684845 1.0 62.0 
555.0000086355127 33.0 1.0 
556.5000507645344 39.0 5.0 
558.000062597273 24.0 6.0 
559.5002717598047 24.0 3.0 
561.0000435783521 21.0 8.0 
562.5038289293032 1.0 51.0 
564.0000910199393 40.0 0.0 
565.5001030985372 26.0 5.0 
567.0004222560638 21.0 4.0 
568.5386956627489 1.0 43.0 
570.000014364166 64.0 1.0 
571.5004497839814 27.0 4.0 
573.0004800409148 28.0 2.0 
574.5155308355114 2.0 26.0 
576.0291703836361 1.0 43.0 
577.5047872588677 1.0 72.0 
579.0005375205794 41.0 3.0 
580.500064840411 25.0 3.0 
582.000084048618 16.0 8.0 
583.5311370416453 1.0 46.0 
585.0326064360418 1.0 75.0 
586.5001438163185 31.0 6.0 
588.0000321574654 21.0 4.0 
589.5003373569707 22.0 2.0 
591.0000389385472 28.0 5.0 
592.5000465668379 12.0 9.0 
594.0700783417 1.0 55.0 
595.5000933075272 38.0 3.0 
597.0076392485626 1.0 35.0 
598.5002183808837 39.0 0.0 
600.0395183992335 1.0 27.0 
601.5101067083999 2.0 55.0 
603.0001595507375 40.0 1.0 
604.5000887941757 20.0 12.0 
606.0628446376359 1.0 38.0 
607.500013799006 49.0 3.0 
609.0003408343639 26.0 1.0 
610.5000568934156 37.0 1.0 
612.0002999756643 26.0 4.0 
613.5071991674614 1.0 26.0 
615.0001055463175 28.0 3.0 
616.5001638753282 23.0 6.0 
618.0003341840966 28.0 3.0 
619.5002500294436 25.0 6.0 
621.0376897991152 1.0 39.0 
622.5264902174591 1.0 66.0 
624.0101189672765 1.0 85.0 
625.5002641922393 37.0 3.0 
627.0002325170545 25.0 4.0 
628.500840779333 13.0 13.0 
630.0103836376254 1.0 56.0 
631.5001096562377 47.0 1.0 
633.0001125025085 23.0 7.0 
634.5000113153186 21.0 5.0 
636.0621125427843 1.0 51.0 
637.5275614620606 1.0 76.0 
639.0361405434431 1.0 104.0 
640.5000471461618 59.0 0.0 
642.0000123727111 26.0 4.0 
643.6131732423141 1.0 29.0 
645.0612219044161 1.0 52.0 
646.5000698608104 44.0 4.0 
648.0000193597073 19.0 8.0 
649.5367681653504 1.0 24.0 
651.0894804449454 1.0 52.0 
652.5000932189015 32.0 3.0 
654.0004011583204 21.0 6.0 
655.5006063696327 23.0 5.0 
657.0026980779004 1.0 43.0 
658.5000065289536 69.0 3.0 
660.0002528147988 33.0 2.0 
661.5000361044466 28.0 3.0 
663.0753520797385 1.0 30.0 
664.5224896060488 1.0 59.0 
666.00006227621 52.0 3.0 
667.5002757786466 26.0 6.0 
669.003044450743 0.0 47.0 
670.5480292103948 1.0 66.0 
672.0003487160511 29.0 2.0 
673.520677941208 1.0 55.0 
675.0006613402303 57.0 2.0 
676.5002923069376 26.0 2.0 
678.0000375488008 25.0 5.0 
679.6127244755503 1.0 34.0 
681.0414058756121 1.0 59.0 
682.5004734885184 32.0 4.0 
684.0001299498016 26.0 4.0 
685.5001104284764 30.0 4.0 
687.000446914069 9.0 15.0 
688.5492499275912 1.0 43.0 
690.0002245589144 71.0 0.0 
691.5009744166775 32.0 2.0 
693.0000591923067 16.0 9.0 
694.5000881012879 26.0 4.0 
696.0258351174614 1.0 41.0 
697.5000727286151 67.0 1.0 
699.000432423648 42.0 2.0 
700.5001675858146 23.0 3.0 
702.0068270427264 1.0 43.0 
703.5002325405613 25.0 4.0 
705.0003463147951 21.0 6.0 
706.5014836154468 11.0 12.0 
708.0000076169649 41.0 3.0 
709.5000369666989 26.0 4.0 
711.0408836594771 1.0 31.0 
712.5026696856194 1.0 59.0 
714.0002261839275 53.0 1.0 
715.5000614436692 25.0 6.0 
717.0052050674443 0.0 29.0 
718.5040759128756 0.0 58.0 
720.0000823806424 47.0 1.0 
721.5001257876618 30.0 0.0 
723.1156634503592 1.0 42.0 
724.5003054610034 27.0 3.0 
726.0007118759424 23.0 6.0 
727.5004086653689 23.0 4.0 
729.0071047699803 1.0 31.0 
730.5001865514048 36.0 5.0 
732.0016445083211 5.0 30.0 
733.5005746647782 17.0 10.0 
735.0070344781336 0.0 45.0 
736.5000295723211 30.0 6.0 
738.0000714470663 21.0 3.0 
739.5005186338102 0.0 25.0 
741.0016258913955 1.0 54.0 
742.5000168319018 51.0 2.0 
744.0000900783572 43.0 2.0 
745.5004366645114 17.0 10.0 
747.0379368128642 1.0 49.0 
748.5283183536337 0.0 82.0 
750.0001208607814 46.0 3.0 
751.512043857008 0.0 28.0 
753.0000443050693 35.0 2.0 
