#####################################################################
# Alchemist log file - simulation started at: 2019-09-11T14:29+0000 #
#####################################################################
# rsc = 3.0, rsm = 0.0
#
# The columns have the following meaning: 
# time X[Mean] Y[Mean] 
0.0 1.0 0.0 
1.5151646179145772 1.0 30.0 
3.009003051934958 1.0 47.0 
4.5001175557891235 24.0 6.0 
6.017977200705978 1.0 42.0 
7.585172649552916 1.0 67.0 
9.000066270947388 44.0 1.0 
10.500153816959942 24.0 5.0 
12.000694740332879 19.0 8.0 
13.500053313443413 26.0 6.0 
15.000325933519909 32.0 2.0 
16.500188764544404 25.0 4.0 
18.0021221304941 1.0 46.0 
19.52093096969206 1.0 79.0 
21.00007443520701 66.0 2.0 
22.50001636967215 27.0 3.0 
24.000318147415324 28.0 3.0 
25.5000392901783 25.0 4.0 
27.092940476425692 1.0 38.0 
28.500264110903842 25.0 4.0 
30.051314061990922 1.0 31.0 
31.5034066960968 0.0 57.0 
33.000010474371265 36.0 3.0 
34.51567493001013 1.0 28.0 
36.00004330271723 42.0 2.0 
37.50015024256745 25.0 3.0 
39.00011988435799 26.0 3.0 
40.50019403213425 24.0 2.0 
42.000131742272984 21.0 4.0 
43.50017645428532 24.0 5.0 
45.00002089953595 32.0 3.0 
46.500197593049066 24.0 5.0 
48.00031363527451 29.0 4.0 
49.524158934113466 1.0 36.0 
51.00003935816701 32.0 5.0 
52.500333856323365 20.0 7.0 
54.01348865039472 1.0 38.0 
55.50044256125225 39.0 1.0 
57.00029656011849 24.0 4.0 
58.500220429186626 0.0 48.0 
60.028396135109915 1.0 72.0 
61.50006020571742 60.0 5.0 
63.00074977942525 26.0 3.0 
64.50027162462489 36.0 4.0 
66.0007304646973 19.0 6.0 
67.50031172041521 31.0 8.0 
69.00347583302761 1.0 26.0 
70.53313389365418 1.0 67.0 
72.00001016853082 80.0 2.0 
73.50008813386316 42.0 2.0 
75.00020837105737 27.0 6.0 
76.57564088994852 1.0 36.0 
78.03767934146966 1.0 55.0 
79.50005087671728 42.0 3.0 
81.00017720552576 32.0 0.0 
82.50050051401173 33.0 1.0 
84.00026558030012 26.0 4.0 
85.50004315915504 25.0 3.0 
87.00121422044234 14.0 12.0 
88.61074393790301 1.0 39.0 
90.02008579382563 1.0 71.0 
91.50043773956023 73.0 1.0 
93.00014841863033 41.0 2.0 
94.5142380265194 1.0 23.0 
96.00000532971025 48.0 3.0 
97.50064130342884 23.0 5.0 
99.00019807047683 43.0 3.0 
100.50007939428092 39.0 1.0 
102.0576209250702 1.0 34.0 
103.5002612523058 38.0 2.0 
105.04890272386083 1.0 32.0 
106.50016565204646 40.0 0.0 
108.00031831514862 29.0 4.0 
109.50031778823855 25.0 3.0 
111.00055120230472 17.0 9.0 
112.50010938242163 42.0 0.0 
114.00012334720914 18.0 6.0 
115.5201179432465 1.0 45.0 
117.00010647217572 49.0 0.0 
118.500835202529 10.0 14.0 
120.00002903781262 44.0 1.0 
121.50057497551542 27.0 4.0 
123.03242479378842 1.0 42.0 
124.50007362357009 32.0 6.0 
126.08351269912126 1.0 25.0 
127.5168546224753 1.0 58.0 
129.00016662722413 37.0 5.0 
130.50026289465038 19.0 7.0 
132.00002029813655 26.0 4.0 
133.54146739501078 1.0 52.0 
135.00000925360985 70.0 0.0 
136.50004259898498 30.0 4.0 
138.00001612286104 28.0 3.0 
139.50028599059027 22.0 4.0 
141.020036449023 1.0 31.0 
142.59024240591367 1.0 61.0 
144.11086695712677 1.0 80.0 
