#####################################################################
# Alchemist log file - simulation started at: 2019-09-11T14:32+0000 #
#####################################################################
# rsc = 6.0, rsm = 6.0
#
# The columns have the following meaning: 
# time X[Mean] Y[Mean] 
0.0 1.0 0.0 
1.637466134393624 1.0 30.0 
3.000234844228184 36.0 1.0 
4.547437407633327 1.0 32.0 
6.0000227922870275 57.0 3.0 
7.5016884400267125 28.0 2.0 
9.003966572037768 1.0 35.0 
10.579279930139348 1.0 62.0 
12.000035992209336 38.0 3.0 
13.50016563331841 21.0 5.0 
15.02552465274674 1.0 28.0 
16.500458125316307 43.0 2.0 
18.00011660877428 25.0 5.0 
19.539789095699025 1.0 34.0 
21.069173477030553 1.0 64.0 
22.500147055143852 40.0 4.0 
24.00384585166075 2.0 28.0 
25.50136751703871 0.0 28.0 
27.079583840318755 1.0 56.0 
28.50940663365423 0.0 84.0 
30.00003954079605 30.0 6.0 
31.520783441540004 1.0 25.0 
33.0155604249272 1.0 59.0 
34.50002333716806 24.0 3.0 
36.03087053243712 1.0 24.0 
37.653316489413676 1.0 53.0 
39.000368548624685 33.0 2.0 
40.56122138334627 1.0 30.0 
42.035837879751014 1.0 60.0 
43.52108888775053 0.0 88.0 
45.000125128891014 51.0 3.0 
46.510768514627564 1.0 32.0 
48.000016153321056 59.0 3.0 
49.500029282770065 30.0 4.0 
51.11683909971004 1.0 28.0 
52.56094404623821 1.0 54.0 
54.091633376416624 1.0 73.0 
55.50012953144176 41.0 2.0 
57.00005243279056 30.0 4.0 
58.53668605374133 1.0 25.0 
60.0013651959676 1.0 53.0 
61.51213937610228 1.0 75.0 
63.00010313437024 50.0 4.0 
64.50006022422124 19.0 9.0 
66.00061272946212 23.0 4.0 
67.54218926755229 1.0 35.0 
69.00038936392798 49.0 2.0 
70.50002920527494 28.0 5.0 
72.04977223501011 1.0 41.0 
73.52919146213071 1.0 69.0 
75.00006797127391 41.0 0.0 
76.50031807124897 18.0 5.0 
78.0380940360605 1.0 53.0 
79.54373805065228 1.0 80.0 
81.0000574913989 35.0 3.0 
82.50013236347218 25.0 5.0 
84.05029126191631 1.0 26.0 
85.5105625176963 1.0 52.0 
87.00036880147822 24.0 5.0 
88.64487121731308 1.0 28.0 
90.08612903479504 1.0 50.0 
91.5507164431271 1.0 71.0 
93.00595344285321 0.0 101.0 
94.50009820459825 50.0 2.0 
96.00000663898166 16.0 9.0 
97.50632491578169 1.0 47.0 
99.00006824107591 23.0 4.0 
100.50001561250231 25.0 3.0 
102.01184483412938 1.0 37.0 
103.53102191033237 1.0 69.0 
105.0000021702336 94.0 3.0 
106.50007452251847 45.0 1.0 
108.00001483264936 28.0 4.0 
109.50008492700869 28.0 1.0 
111.03624890817308 1.0 47.0 
112.60396259359224 1.0 79.0 
114.00001368477841 57.0 3.0 
115.500454103697 29.0 2.0 
117.0188515718705 1.0 46.0 
118.50006437153033 69.0 1.0 
120.00010052111304 23.0 9.0 
121.50027034956709 32.0 2.0 
123.00005073892534 24.0 6.0 
124.70152470503541 1.0 48.0 
126.00011826820133 68.0 1.0 
127.50017972014612 23.0 5.0 
129.101443677638 1.0 36.0 
130.5003824028063 38.0 2.0 
132.00022019783657 28.0 2.0 
133.50051409917623 28.0 3.0 
135.00004323535205 19.0 8.0 
136.81645477111675 1.0 53.0 
138.00341022798116 0.0 86.0 
139.50011118075284 102.0 1.0 
141.00010954939242 42.0 0.0 
142.5123437650303 2.0 31.0 
144.00017474659347 13.0 12.0 
145.54184708703767 1.0 50.0 
147.00019192803532 49.0 0.0 
148.56427293129963 1.0 32.0 
150.00152822886247 1.0 62.0 
151.50006959909825 29.0 2.0 
153.00032516946018 28.0 4.0 
154.50047794010428 23.0 1.0 
156.01982354712487 1.0 47.0 
157.50001206323924 48.0 4.0 
159.000648590852 25.0 7.0 
160.50013043070498 23.0 8.0 
162.1159688867453 1.0 33.0 
163.50008889023314 27.0 5.0 
165.00504605254304 1.0 34.0 
166.5000347569511 32.0 1.0 
168.03878608123682 1.0 30.0 
169.5230206723343 0.0 64.0 
171.00003906868668 61.0 0.0 
172.50013803701512 30.0 2.0 
174.01705996835807 1.0 34.0 
175.50178572981173 1.0 65.0 
177.0001750694913 67.0 2.0 
178.50001308345463 25.0 6.0 
180.01824788516186 1.0 25.0 
181.50050574762722 31.0 3.0 
